0.046	0.0928938	0.756647	-1.52929	566.391
0.047	0.0910962	1.42395	-2.05977	765.752
0.048	0.0887884	2.28254	-2.54783	948.306
0.049	0.0860181	3.31369	-2.98337	1110.28
0.05	0.0828422	4.4951	-3.35741	1248.32
0.051	0.0793263	5.80139	-3.66229	1359.61
0.052	0.0755428	7.20463	-3.89181	1441.88
0.053	0.0715694	8.67491	-4.04137	1493.48
0.054	0.0674877	10.181	-4.10802	1513.4
0.055	0.0633814	11.691	-4.0906	1501.3
0.056	0.0593344	13.173	-3.98968	1457.51
0.057	0.0554292	14.5958	-3.80757	1383.02
0.058	0.0517451	15.9293	-3.54829	1279.46
0.059	0.0483565	17.1457	-3.21745	1149.07
0.06	0.0453317	18.2195	-2.82217	994.638
0.061	0.0427309	19.1281	-2.37087	819.448
0.062	0.0406055	19.8527	-1.87312	627.214
0.063	0.0389966	20.3782	-1.33948	421.997
0.064	0.0379347	20.6938	-0.781175	208.118
0.065	0.0374386	20.793	-0.209969	-9.92973
0.066	0.0375151	20.674	0.362159	-227.577
0.067	0.0381592	20.3395	0.923231	-440.274
0.068	0.039354	19.7966	1.46153	-643.587
0.069	0.0410709	19.0569	1.96585	-833.286
0.07	0.0432708	18.1359	2.42571	-1005.44
0.071	0.0459043	17.0531	2.8316	-1156.49
0.072	0.0489132	15.831	3.17514	-1283.33
0.073	0.0522315	14.4954	3.44931	-1383.36
0.074	0.0557868	13.0739	3.64851	-1454.57
0.075	0.0595021	11.5963	3.76876	-1495.53
0.076	0.0632972	10.0932	3.80773	-1505.46
0.077	0.0670902	8.59579	3.76479	-1484.23
0.078	0.0707998	7.13498	3.64103	-1432.36
0.079	0.0743462	5.74091	3.43922	-1351.01
0.08	0.0776536	4.44221	3.16376	-1241.95
0.081	0.0806512	3.26546	2.82059	-1107.54
0.082	0.0832747	2.23463	2.41704	-950.644
0.083	0.0854679	1.37057	1.96169	-774.6
0.084	0.087184	0.690584	1.46418	-583.139
0.085	0.0883857	0.208092	0.934998	-380.304
0.086	0.0890471	-0.0676505	0.385292	-170.365
0.087	0.0891533	-0.131738	-0.173402	42.2676
0.088	0.0887012	0.0162978	-0.729387	253.14
0.089	0.0876993	0.372484	-1.27105	457.844
0.09	0.0861676	0.928503	-1.7871	652.113
0.091	0.0841372	1.67188	-2.26682	831.908
0.092	0.0816495	2.58624	-2.70026	993.501
0.093	0.0787551	3.65169	-3.07849	1133.56
0.094	0.0755135	4.8452	-3.39374	1249.2
0.095	0.0719908	6.14114	-3.63957	1338.06
0.096	0.0682592	7.51178	-3.81101	1398.35
0.097	0.0643948	8.9279	-3.90466	1428.88
0.098	0.0604764	10.3594	-3.91878	1429.07
0.099	0.0565838	11.7759	-3.85325	1399
0.1	0.052796	13.1475	-3.70964	1339.36
0.101	0.0491896	14.4452	-3.49117	1251.48
0.102	0.0458371	15.6417	-3.20258	1137.26
0.103	0.0428057	16.7118	-2.85009	999.148
0.104	0.0401557	17.633	-2.44124	840.091
0.105	0.0379392	18.3861	-1.98471	663.466
0.106	0.036199	18.9553	-1.49017	473.007
0.107	0.034968	19.3288	-0.968076	272.73
0.108	0.0342684	19.4989	-0.429414	66.8463
0.109	0.034111	19.4621	0.114504	-140.326
0.11	0.0344954	19.2193	0.65228	-344.451
0.111	0.0354097	18.7756	1.17268	-541.269
0.112	0.0368313	18.1405	1.66484	-726.683
0.113	0.0387266	17.3274	2.11855	-896.843
0.114	0.0410524	16.3531	2.52439	-1048.23
0.115	0.0437566	15.2382	2.87399	-1177.72
0.116	0.0467792	14.0059	3.16016	-1282.66
0.117	0.0500538	12.6818	3.37706	-1360.92
0.118	0.0535087	11.2935	3.52032	-1410.93
0.119	0.0570689	9.86969	3.58712	-1431.71
0.12	0.060657	8.43993	3.57623	-1422.89
0.121	0.0641955	7.0337	3.48807	-1384.74
0.122	0.067608	5.67995	3.32465	-1318.12
0.123	0.0708209	4.40648	3.08957	-1224.5
0.124	0.0737649	3.2393	2.78791	-1105.9
0.125	0.0763766	2.20217	2.42614	-964.863
0.126	0.0785997	1.31606	2.01195	-804.395
0.127	0.080386	0.598733	1.55414	-627.899
0.128	0.0816966	0.0643701	1.06238	-439.108
0.129	0.0825029	-0.276704	0.547023	-241.999
0.13	0.0827864	-0.418233	0.0188999	-40.7162
0.131	0.0825401	-0.358151	-0.510919	160.519
0.132	0.0817677	-0.0986151	-1.03136	357.497
0.133	0.0804841	0.354051	-1.53155	546.108
0.134	0.0787148	0.989498	-2.00111	722.426
0.135	0.0764954	1.79358	-2.43028	882.793
0.136	0.0738707	2.74865	-2.8102	1023.89
0.137	0.0708941	3.83396	-3.13304	1142.82
0.138	0.0676259	5.02606	-3.3922	1237.13
0.139	0.0641327	6.29936	-3.58241	1304.93
0.14	0.0604854	7.62661	-3.69988	1344.84
0.141	0.056758	8.97948	-3.74233	1356.11
0.142	0.053026	10.3292	-3.70905	1338.57
0.143	0.0493649	11.6471	-3.60094	1292.65
0.144	0.0458483	12.9054	-3.42044	1219.38
0.145	0.0425468	14.0773	-3.1715	1120.36
0.146	0.0395264	15.1382	-2.85951	997.717
0.147	0.0368466	16.0657	-2.49115	854.076
0.148	0.0345603	16.8404	-2.07427	692.49
0.149	0.0327114	17.4459	-1.6177	516.381
0.15	0.0313349	17.8695	-1.1311	329.466
0.151	0.0304558	18.1025	-0.624729	135.679
0.152	0.0300885	18.1399	-0.109224	-60.9106
0.153	0.0302368	17.9811	0.404603	-256.186
0.154	0.0308935	17.6294	0.906003	-446.067
0.155	0.0320411	17.0921	1.38451	-626.597
0.156	0.0336516	16.3806	1.83018	-794.023
0.157	0.0356874	15.5096	2.23375	-944.877
0.158	0.0381023	14.4974	2.58688	-1076.04
0.159	0.0408419	13.365	2.8823	-1184.83
0.16	0.0438456	12.1359	3.11397	-1269.01
0.161	0.047047	10.8357	3.27718	-1326.9
0.162	0.050376	9.4913	3.3687	-1357.33
0.163	0.0537599	8.13042	3.38676	-1359.75
0.164	0.0571249	6.78115	3.33116	-1334.17
0.165	0.060398	5.47123	3.20325	-1281.19
0.166	0.0635082	4.22751	3.00585	-1202
0.167	0.066388	3.07541	2.74327	-1098.3
0.168	0.0689749	2.03835	2.42114	-972.334
0.169	0.0712127	1.13728	2.04635	-826.786
0.17	0.0730526	0.390283	1.62685	-664.748
0.171	0.0744544	-0.187852	1.17152	-489.651
0.172	0.0753869	-0.58589	0.689958	-305.188
0.173	0.0758289	-0.796396	0.192299	-115.242
0.174	0.0757696	-0.815874	-0.311016	76.201
0.175	0.0752085	-0.644832	-0.809454	265.133
0.176	0.0741558	-0.287764	-1.29261	447.607
0.177	0.0726318	0.246957	-1.75041	619.822
0.178	0.0706666	0.94726	-2.17336	778.2
0.179	0.0682996	1.79764	-2.5527	919.461
0.18	0.0655784	2.7795	-2.8806	1040.69
0.181	0.0625578	3.87151	-3.15034	1139.4
0.182	0.059299	5.05011	-3.35642	1213.59
0.183	0.0558676	6.28999	-3.4947	1261.75
0.184	0.0523331	7.5646	-3.56244	1282.94
0.185	0.0487667	8.84674	-3.55841	1276.79
0.186	0.0452402	10.1091	-3.48286	1243.48
0.187	0.0418243	11.3249	-3.33757	1183.78
0.188	0.0385873	12.4683	-3.12573	1099
0.189	0.0355935	13.5151	-2.85195	990.98
0.19	0.0329021	14.4433	-2.52211	862.023
0.191	0.0305657	15.2331	-2.14325	714.881
0.192	0.0286293	15.868	-1.7234	552.675
0.193	0.0271296	16.3346	-1.27147	378.831
0.194	0.0260939	16.623	-0.796978	197.014
0.195	0.0255398	16.7272	-0.309912	11.0443
0.196	0.0254748	16.645	0.179508	-175.179
0.197	0.0258962	16.3781	0.661033	-357.762
0.198	0.0267909	15.932	1.12461	-532.896
0.199	0.0281362	15.316	1.56058	-696.935
0.2	0.0298998	14.5429	1.95988	-846.478
0.201	0.032041	13.6289	2.31426	-978.432
0.202	0.0345109	12.5928	2.61639	-1090.08
0.203	0.0372542	11.4563	2.86009	-1179.14
0.204	0.0402099	10.2427	3.0404	-1243.8
0.205	0.0433127	8.97725	3.15369	-1282.77
0.206	0.0464942	7.686	3.19774	-1295.3
0.207	0.0496848	6.39555	3.17181	-1281.19
0.208	0.0528147	5.1324	3.0766	-1240.8
0.209	0.0558156	3.92243	2.91426	-1175.03
0.21	0.058622	2.79032	2.68834	-1085.34
0.211	0.0611726	1.75909	2.40373	-973.646
0.212	0.0634119	0.849579	2.0665	-842.343
0.213	0.0652905	0.0800218	1.68384	-694.226
0.214	0.0667671	-0.534306	1.26385	-532.433
0.215	0.0678087	-0.981419	0.815405	-360.383
0.216	0.0683915	-1.25286	0.347946	-181.698
0.217	0.0685015	-1.34385	-0.128708	-0.132559
0.218	0.0681344	-1.25343	-0.60457	180.508
0.219	0.0672959	-0.984405	-1.06969	356.448
0.22	0.0660018	-0.543327	-1.51438	524.018
0.221	0.0642771	0.059673	-1.92939	679.732
0.222	0.0621558	0.811102	-2.30611	820.364
0.223	0.0596802	1.69439	-2.63677	943.006
0.224	0.0568999	2.69026	-2.91455	1045.14
0.225	0.0538707	3.77712	-3.13379	1124.67
0.226	0.0506534	4.93152	-3.29005	1179.99
0.227	0.0473127	6.12866	-3.3802	1210.01
0.228	0.0439156	7.3429	-3.40254	1214.15
0.229	0.0405303	8.54832	-3.35676	1192.4
0.23	0.0372245	9.71923	-3.24399	1145.26
0.231	0.0340639	10.8307	-3.06675	1073.79
0.232	0.0311112	11.8592	-2.82891	979.534
0.233	0.0284246	12.7829	-2.53559	864.522
0.234	0.0260564	13.5821	-2.19307	731.208
0.235	0.0240524	14.2401	-1.80863	582.424
0.236	0.0224505	14.7429	-1.39042	421.319
0.237	0.0212799	15.0798	-0.947263	251.291
0.238	0.0205611	15.2437	-0.488502	75.9166
0.239	0.0203049	15.231	-0.0237684	-101.123
0.24	0.0205124	15.0421	0.4372	-276.123
0.241	0.0211748	14.6807	0.884767	-445.428
0.242	0.0222743	14.1543	1.3096	-605.511
0.243	0.0237835	13.4739	1.70287	-753.048
0.244	0.0256668	12.6534	2.05642	-884.983
0.245	0.0278807	11.71	2.36295	-998.596
0.246	0.0303749	10.6631	2.61616	-1091.56
0.247	0.0330934	9.53443	2.81087	-1161.97
0.248	0.0359758	8.3472	2.94317	-1208.42
0.249	0.038958	7.1259	3.01041	-1229.98
0.25	0.0419745	5.89566	3.01136	-1226.29
0.251	0.0449587	4.68172	2.94615	-1197.46
0.252	0.0478452	3.50892	2.8163	-1144.16
0.253	0.0505706	2.40117	2.62467	-1067.58
0.254	0.0530753	1.38098	2.37543	-969.363
0.255	0.055304	0.468966	2.07392	-851.621
0.256	0.0572078	-0.316577	1.72657	-716.864
0.257	0.0587443	-0.960034	1.34075	-567.951
0.258	0.0598792	-1.4488	0.924622	-408.032
0.259	0.0605864	-1.77355	0.486959	-240.479
0.26	0.060849	-1.92839	0.0369618	-68.8149
0.261	0.0606593	-1.91101	-0.41593	103.36
0.262	0.0600193	-1.7227	-0.862242	272.443
0.263	0.0589402	-1.36833	-1.29266	434.904
0.264	0.0574423	-0.856231	-1.69822	587.362
0.265	0.0555548	-0.198004	-2.0705	726.652
0.266	0.053315	0.591714	-2.40181	849.891
0.267	0.0507672	1.49557	-2.68531	954.541
0.268	0.0479623	2.49387	-2.91519	1038.46
0.269	0.0449563	3.56499	-3.08679	1099.93
0.27	0.0418093	4.68584	-3.19664	1137.74
0.271	0.0385843	5.83232	-3.24262	1151.14
0.272	0.0353457	6.9799	-3.22391	1139.92
0.273	0.0321579	8.10403	-3.14106	1104.36
0.274	0.0290843	9.18076	-2.99597	1045.27
0.275	0.0261857	10.1871	-2.79182	963.943
0.276	0.0235189	11.1018	-2.53303	862.131
0.277	0.021136	11.9053	-2.22514	742.014
0.278	0.0190829	12.5806	-1.87471	606.147
0.279	0.0173983	13.1133	-1.48919	457.409
0.28	0.0161135	13.4921	-1.07671	298.942
0.281	0.015251	13.709	-0.645983	134.083
0.282	0.0148246	13.7593	-0.206051	-33.705
0.283	0.0148389	13.6418	0.233857	-200.906
0.284	0.0152892	13.3589	0.664538	-364.025
0.285	0.0161619	12.9163	1.077	-519.66
0.286	0.0174343	12.3231	1.46267	-664.576
0.287	0.0190756	11.5917	1.81353	-795.768
0.288	0.0210473	10.7371	2.12234	-910.525
0.289	0.0233041	9.77693	2.38272	-1006.49
0.29	0.0257948	8.73104	2.58936	-1081.69
0.291	0.0284635	7.62098	2.73805	-1134.62
0.292	0.0312506	6.46959	2.82583	-1164.22
0.293	0.0340942	5.30052	2.851	-1169.92
0.294	0.0369316	4.13774	2.81319	-1151.67
0.295	0.0396999	3.00503	2.71334	-1109.91
0.296	0.0423383	1.92546	2.55368	-1045.56
0.297	0.0447884	0.920977	2.33769	-960.03
0.298	0.0469964	0.0118635	2.07003	-855.156
0.299	0.0489132	-0.783623	1.75642	-733.18
0.3	0.0504961	-1.44965	1.40352	-596.694
0.301	0.0517096	-1.97313	1.01881	-448.588
0.302	0.0525258	-2.34399	0.610417	-291.989
0.303	0.0529254	-2.55537	0.186926	-130.192
0.304	0.0528976	-2.60377	-0.242767	33.4066
0.305	0.0524408	-2.4891	-0.669662	195.38
0.306	0.0515622	-2.21468	-1.08484	352.343
0.307	0.0502779	-1.78718	-1.47965	501.027
0.308	0.0486124	-1.21642	-1.84588	638.341
0.309	0.0465982	-0.51524	-2.17594	761.441
0.31	0.0442749	0.300862	-2.46303	867.785
0.311	0.0416885	1.21401	-2.70124	955.19
0.312	0.0388904	2.20432	-2.8857	1021.87
0.313	0.0359363	3.25039	-3.0127	1066.49
0.314	0.032885	4.32965	-3.07972	1088.16
0.315	0.0297973	5.41892	-3.08551	1086.49
0.316	0.0267344	6.49486	-3.03008	1061.56
0.317	0.0237571	7.53447	-2.91475	1013.96
0.318	0.0209241	8.51556	-2.74208	944.733
0.319	0.0182908	9.41722	-2.51582	855.379
0.32	0.0159087	10.2202	-2.24084	747.817
0.321	0.0138235	10.9075	-1.92299	624.338
0.322	0.0120747	11.4645	-1.56905	487.566
0.323	0.0106949	11.8792	-1.18649	340.391
0.324	0.00970863	12.1428	-0.783382	185.916
0.325	0.00913219	12.2497	-0.368219	27.391
0.326	0.00897332	12.1974	0.0502916	-131.86
0.327	0.00923097	11.9868	0.463387	-288.506
0.328	0.0098954	11.6223	0.862439	-439.275
0.329	0.0109484	11.1113	1.23914	-581.03
0.33	0.0123636	10.4642	1.58565	-710.828
0.331	0.0141072	9.69451	1.89481	-825.983
0.332	0.0161386	8.81796	2.16023	-924.122
0.333	0.0184113	7.85262	2.37648	-1003.23
0.334	0.0208737	6.81838	2.53914	-1061.71
0.335	0.0234705	5.73648	2.64494	-1098.38
0.336	0.0261439	4.62914	2.6918	-1112.53
0.337	0.0288342	3.51903	2.67889	-1103.91
0.338	0.0314818	2.42884	2.60663	-1072.76
0.339	0.0340282	1.38079	2.47665	-1019.8
0.34	0.0364168	0.396149	2.29183	-946.167
0.341	0.0385949	-0.505177	2.05616	-853.466
0.342	0.0405138	-1.30508	1.77468	-743.679
0.343	0.0421309	-1.98761	1.4534	-619.143
0.344	0.0434096	-2.53932	1.09913	-482.498
0.345	0.0443207	-2.94953	0.719361	-336.632
0.346	0.0448425	-3.21053	0.322092	-184.618
0.347	0.0449618	-3.31777	-0.0843237	-29.649
0.348	0.0446736	-3.26993	-0.491366	125.025
0.349	0.0439817	-3.0689	-0.890521	276.171
0.35	0.042898	-2.71981	-1.27346	420.636
0.351	0.0414429	-2.23086	-1.63221	555.414
0.352	0.0396442	-1.61315	-1.95934	677.71
0.353	0.037537	-0.880456	-2.24807	784.996
0.354	0.0351628	-0.0489113	-2.49246	875.065
0.355	0.0325685	0.863309	-2.68751	946.074
0.356	0.0298056	1.83639	-2.82926	996.585
0.357	0.0269288	2.8493	-2.91487	1025.59
0.358	0.0239952	3.88021	-2.94269	1032.53
0.359	0.0210628	4.90697	-2.91227	1017.33
0.36	0.0181898	5.90759	-2.8244	980.339
0.361	0.0154326	6.86065	-2.68105	922.396
0.362	0.0128452	7.7458	-2.48535	844.762
0.363	0.0104779	8.54416	-2.24153	749.106
0.364	0.00837645	9.23868	-1.95479	637.473
0.365	0.00658064	9.81456	-1.63125	512.237
0.366	0.00512396	10.2595	-1.27775	376.049
0.367	0.00403266	10.564	-0.901757	231.785
0.368	0.00332531	10.7214	-0.511197	82.4801
0.369	0.00301239	10.7283	-0.114271	-68.7298
0.37	0.00309612	10.5843	0.280705	-218.678
0.371	0.0035704	10.2924	0.665475	-364.232
0.372	0.00442099	9.85836	1.03202	-502.357
0.373	0.0056258	9.29112	1.37271	-630.183
0.374	0.00715541	8.60232	1.68048	-745.062
0.375	0.00897366	7.80611	1.94899	-844.621
0.376	0.0110384	6.91887	2.17271	-926.817
0.377	0.0133026	5.95883	2.34706	-989.972
0.378	0.0157149	4.94571	2.46852	-1032.81
0.379	0.0182212	3.90028	2.53468	-1054.49
0.38	0.0207654	2.84394	2.5443	-1054.6
0.381	0.0232909	1.79827	2.49729	-1033.19
0.382	0.0257414	0.784577	2.39479	-990.771
0.383	0.0280627	-0.176564	2.23907	-928.273
0.384	0.0302029	-1.06572	2.03352	-847.052
0.385	0.0321145	-1.865	1.78256	-748.854
0.386	0.0337547	-2.55845	1.49155	-635.772
0.387	0.0350863	-3.13237	1.16666	-510.207
0.388	0.036079	-3.57559	0.814784	-374.816
0.389	0.0367094	-3.87968	0.443338	-232.454
0.39	0.0369617	-4.03917	0.06014	-86.1156
0.391	0.0368284	-4.05161	-0.326766	61.13
0.392	0.0363097	-3.91763	-0.70928	206.201
0.393	0.035414	-3.64094	-1.07941	346.068
0.394	0.0341576	-3.22821	-1.42945	477.819
0.395	0.0325642	-2.68893	-1.75212	598.717
0.396	0.0306647	-2.03523	-2.04074	706.262
0.397	0.0284961	-1.2816	-2.28935	798.236
0.398	0.026101	-0.444588	-2.49286	872.753
0.399	0.0235268	0.457567	-2.64712	928.296
0.4	0.0208243	1.4053	-2.749	963.751
0.401	0.018047	2.37813	-2.79653	978.425
0.402	0.0152497	3.35512	-2.78881	972.06
0.403	0.0124877	4.31529	-2.72617	944.842
0.404	0.00981521	5.23805	-2.61002	897.389
0.405	0.00728463	6.10366	-2.44294	830.743
0.406	0.00494514	6.89361	-2.22854	746.344
0.407	0.00284182	7.59102	-1.97141	646.002
0.408	0.00101475	8.181	-1.67704	531.852
0.409	-0.000501905	8.65092	-1.35167	406.317
0.41	-0.00168054	8.99072	-1.00219	272.048
0.411	-0.00250068	9.19305	-0.635948	131.876
0.412	-0.00294941	9.25348	-0.260656	-11.2537
0.413	-0.0030216	9.17055	0.115819	-154.34
0.414	-0.00272001	8.94581	0.485602	-294.391
0.415	-0.0020552	8.58376	0.840977	-428.484
0.416	-0.00104533	8.09177	1.17455	-553.829
0.417	0.000284297	7.47989	1.47939	-667.825
0.418	0.00190174	6.76069	1.74919	-768.117
0.419	0.00376913	5.94892	1.97841	-852.638
0.42	0.00584345	5.06126	2.16235	-919.659
0.421	0.00807746	4.1159	2.29726	-967.821
0.422	0.0104207	3.13223	2.38045	-996.162
0.423	0.0128205	2.13038	2.4103	-1004.14
0.424	0.0152233	1.1308	2.38633	-991.628
0.425	0.0175754	0.153859	2.30915	-958.945
0.426	0.0198245	-0.7806	2.18052	-906.822
0.427	0.0219202	-1.65367	2.00326	-836.394
0.428	0.023816	-2.44778	1.78118	-749.18
0.429	0.0254692	-3.14705	1.51904	-647.042
0.43	0.0268426	-3.73761	1.22243	-532.154
0.431	0.0279047	-4.20791	0.897631	-406.948
0.432	0.0286307	-4.54894	0.551505	-274.068
0.433	0.029003	-4.75442	0.191345	-136.312
0.434	0.0290112	-4.8209	-0.175282	3.42846
0.435	0.0286528	-4.74788	-0.540689	142.226
0.436	0.0279328	-4.53773	-0.897237	277.18
0.437	0.0268638	-4.19574	-1.23749	405.478
0.438	0.0254657	-3.72989	-1.55436	524.452
0.439	0.0237651	-3.15077	-1.84129	631.638
0.44	0.021795	-2.47129	-2.09234	724.822
0.441	0.0195941	-1.70644	-2.30235	802.09
0.442	0.0172055	-0.872952	-2.46702	861.864
0.443	0.0146763	0.0110438	-2.58302	902.936
0.444	0.0120565	0.926405	-2.64803	924.494
0.445	0.00939769	1.85338	-2.66082	926.134
0.446	0.00675233	2.77203	-2.62124	907.87
0.447	0.00417238	3.66262	-2.53025	870.131
0.448	0.00170832	4.50607	-2.38987	813.756
0.449	-0.000591902	5.28432	-2.20316	739.968
0.45	-0.00268388	5.98072	-1.97414	650.353
0.451	-0.00452767	6.58038	-1.70768	546.824
0.452	-0.00608862	7.07045	-1.40945	431.58
0.453	-0.00733807	7.44044	-1.08577	307.059
0.454	-0.00825394	7.68235	-0.743463	175.889
0.455	-0.00882118	7.79092	-0.389732	40.8298
0.456	-0.00903207	7.76366	-0.0319998	-95.2847
0.457	-0.00888635	7.60095	0.322243	-229.605
0.458	-0.00839122	7.30598	0.665599	-359.325
0.459	-0.00756117	6.88473	0.990916	-481.743
0.46	-0.00641766	6.34578	1.29143	-594.317
0.461	-0.00498866	5.70016	1.56093	-694.714
0.462	-0.00330801	4.96111	1.79385	-780.865
0.463	-0.00141477	4.14378	1.98541	-851.002
0.464	0.000647687	3.26493	2.1317	-903.696
0.465	0.00283253	2.34257	2.22978	-937.887
0.466	0.0050905	1.39556	2.27771	-952.905
0.467	0.00737092	0.44325	2.27462	-948.48
0.468	0.00962277	-0.494955	2.2207	-924.753
0.469	0.0117958	-1.39999	2.11719	-882.266
0.47	0.0138414	-2.25353	1.96639	-821.952
0.471	0.0157138	-3.03838	1.77157	-745.115
0.472	0.0173712	-3.7388	1.53691	-653.403
0.473	0.018776	-4.34087	1.26741	-548.768
0.474	0.0198963	-4.83276	0.968802	-433.431
0.475	0.020706	-5.20497	0.647401	-309.828
0.476	0.0211858	-5.45052	0.309988	-180.564
0.477	0.021323	-5.56511	-0.0363415	-48.356
0.478	0.0211125	-5.54718	-0.384319	84.024
0.479	0.0205563	-5.39793	-0.726659	213.808
0.48	0.0196635	-5.12133	-1.05622	338.287
0.481	0.0184504	-4.72399	-1.36612	454.873
0.482	0.0169399	-4.21503	-1.64994	561.145
0.483	0.0151612	-3.60588	-1.9018	654.907
0.484	0.0131487	-2.91004	-2.11651	734.229
0.485	0.010942	-2.14278	-2.28966	797.486
0.486	0.00858447	-1.32086	-2.41772	843.395
0.487	0.0061225	-0.462093	-2.49814	871.039
0.488	0.00360463	0.414943	-2.52933	879.883
0.489	0.00108046	1.29135	-2.51076	869.789
0.49	-0.00140044	2.14828	-2.44294	841.014
0.491	-0.00378949	2.96736	-2.3274	794.205
0.492	-0.00604015	3.73101	-2.16667	730.386
0.493	-0.0081089	4.42291	-1.96422	650.932
0.494	-0.00995611	5.02822	-1.72438	557.544
0.495	-0.0115469	5.534	-1.45226	452.209
0.496	-0.0128518	5.9294	-1.15361	337.159
0.497	-0.0138474	6.20589	-0.834756	214.825
0.498	-0.0145168	6.35747	-0.502401	87.7823
0.499	-0.01485	6.38077	-0.163528	-41.2992
0.5	-0.014844	6.2751	0.174762	-169.715
0.501	-0.014503	6.04246	0.505398	-294.78
0.502	-0.0138381	5.68753	0.821487	-413.886
0.503	-0.0128671	5.21751	1.11646	-524.557
0.504	-0.0116143	4.642	1.38419	-624.497
0.505	-0.0101096	3.97278	1.61916	-711.642
0.506	-0.00838849	3.22358	1.81654	-784.199
0.507	-0.00649047	2.40975	1.97228	-840.687
0.508	-0.00445888	1.54796	2.08324	-879.962
0.509	-0.00233968	0.655836	2.14721	-901.243
0.51	-0.000180565	-0.248386	2.16296	-904.128
0.511	0.00197006	-1.14627	2.13028	-888.602
0.512	0.0040641	-2.01956	2.04999	-855.032
0.513	0.00605475	-2.85056	1.92388	-804.164
0.514	0.00789747	-3.62248	1.75469	-737.103
0.515	0.00955096	-4.31984	1.54608	-655.291
0.516	0.0109779	-4.92872	1.3025	-560.472
0.517	0.012146	-5.43711	1.02914	-454.663
0.518	0.0130282	-5.83512	0.731797	-340.1
0.519	0.0136037	-6.1152	0.416742	-219.201
0.52	0.013858	-6.27226	0.0906132	-94.5095
0.521	0.0137835	-6.30382	-0.239738	31.3585
0.522	0.0133794	-6.21003	-0.567389	155.768
0.523	0.0126519	-5.99364	-0.88549	276.122
0.524	0.0116139	-5.65998	-1.18741	389.912
0.525	0.0102846	-5.2168	-1.46686	494.776
0.526	0.00868956	-4.67413	-1.71806	588.543
0.527	0.00685964	-4.04406	-1.93582	669.279
0.528	0.00483059	-3.34048	-2.11565	735.327
0.529	0.00264222	-2.57876	-2.25389	785.342
0.53	0.000337626	-1.77548	-2.34774	818.318
0.531	-0.00203781	-0.948029	-2.39534	833.607
0.532	-0.00443732	-0.114265	-2.39581	830.932
0.533	-0.00681372	0.707869	-2.34924	810.393
0.534	-0.00912045	1.50071	-2.25672	772.463
0.535	-0.0113125	2.24727	-2.12029	717.979
0.536	-0.0133473	2.93154	-1.9429	648.12
0.537	-0.0151859	3.53887	-1.72837	564.385
0.538	-0.0167932	4.05627	-1.48126	468.561
0.539	-0.0181393	4.47264	-1.20682	362.68
0.54	-0.0191997	4.77902	-0.910854	248.981
0.541	-0.0199559	4.96879	-0.599592	129.864
0.542	-0.0203959	5.03777	-0.27958	7.83135
0.543	-0.0205144	4.98433	0.0424709	-114.556
0.544	-0.0203125	4.8094	0.359825	-234.736
0.545	-0.0197985	4.51643	0.66586	-350.202
0.546	-0.0189867	4.11137	0.954207	-458.548
